dataset,setting,learner,method,T,K,repeat,c,delta,target_mean,r_eg,boundary_ratio,B,expected_exploration_per_arm,expected_non_target_exploratory_pulls,cost,C,nK,target_cost,non_target_cost,target_budget_fraction,non_target_budget_fraction,normalized_cost,cost_over_sqrt_TKlogT,H,T0,xi,non_target_online_pulls,greedy_non_target_pulls,exploratory_non_target_pulls,success,individual_exploration_bound,all_greedy_target,online_ratio,allocation_json,online_counts_json,exploratory_counts_json,means_json,seed,trajectory_seconds,status
Controlled Bernoulli,epsilon-greedy-boundary-v1,epsilon-greedy,Ours,2500000,15,15,1.0,0.05,0.0008346800691394866,0.012296340919151518,0.06788036169682597,27,12.990788161510954,51.87320001253926,61486,61486,30742,30742,30744,0.49998373613505515,0.5000162638649449,1.000069864755225,2.6159695275978985,2438514,61486,378,44,0,44,1,1,1,0.9999819562241594,"[2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 30742]","[7, 2, 3, 5, 1, 1, 3, 2, 8, 5, 1, 1, 3, 2, 2438470]","[7, 2, 3, 5, 1, 1, 3, 2, 8, 5, 1, 1, 3, 2, 3]","[0.2, 0.24615384615384617, 0.2923076923076923, 0.3384615384615385, 0.3846153846153847, 0.4307692307692308, 0.476923076923077, 0.5230769230769232, 0.5692307692307693, 0.6153846153846154, 0.6615384615384616, 0.7076923076923078, 0.753846153846154, 0.8, 0.0008346800691394866]",823647221,0.036658375000115484,simulated
Controlled Bernoulli,epsilon-greedy-boundary-v1,epsilon-greedy,Ours,2500000,15,16,1.0,0.05,0.0008346800691394866,0.012296340919151518,0.06788036169682597,27,12.990788161510954,51.87320001253926,61486,61486,30742,30742,30744,0.49998373613505515,0.5000162638649449,1.000069864755225,2.6159695275978985,2438514,61486,378,38,0,38,1,1,1,0.9999844167390468,"[2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 30742]","[2, 1, 4, 4, 4, 1, 5, 4, 2, 0, 5, 1, 4, 1, 2438476]","[2, 1, 4, 4, 4, 1, 5, 4, 2, 0, 5, 1, 4, 1, 1]","[0.2, 0.24615384615384617, 0.2923076923076923, 0.3384615384615385, 0.3846153846153847, 0.4307692307692308, 0.476923076923077, 0.5230769230769232, 0.5692307692307693, 0.6153846153846154, 0.6615384615384616, 0.7076923076923078, 0.753846153846154, 0.8, 0.0008346800691394866]",2146451418,0.03675379201013129,simulated
Controlled Bernoulli,epsilon-greedy-boundary-v1,epsilon-greedy,Ours,2500000,15,17,1.0,0.05,0.0008346800691394866,0.012296340919151518,0.06788036169682597,27,12.990788161510954,51.87320001253926,61486,61486,30742,30742,30744,0.49998373613505515,0.5000162638649449,1.000069864755225,2.6159695275978985,2438514,61486,378,53,0,53,1,1,1,0.9999782654518284,"[2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 30742]","[5, 5, 5, 3, 5, 3, 4, 3, 5, 4, 3, 2, 3, 3, 2438461]","[5, 5, 5, 3, 5, 3, 4, 3, 5, 4, 3, 2, 3, 3, 2]","[0.2, 0.24615384615384617, 0.2923076923076923, 0.3384615384615385, 0.3846153846153847, 0.4307692307692308, 0.476923076923077, 0.5230769230769232, 0.5692307692307693, 0.6153846153846154, 0.6615384615384616, 0.7076923076923078, 0.753846153846154, 0.8, 0.0008346800691394866]",2599586386,0.03643754198856186,simulated
Controlled Bernoulli,epsilon-greedy-boundary-v1,epsilon-greedy,Ours,2500000,15,18,1.0,0.05,0.0008346800691394866,0.012296340919151518,0.06788036169682597,27,12.990788161510954,51.87320001253926,61486,61486,30742,30742,30744,0.49998373613505515,0.5000162638649449,1.000069864755225,2.6159695275978985,2438514,61486,378,47,0,47,1,1,1,0.9999807259667158,"[2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 30742]","[4, 3, 3, 2, 5, 4, 0, 7, 3, 6, 4, 3, 2, 1, 2438467]","[4, 3, 3, 2, 5, 4, 0, 7, 3, 6, 4, 3, 2, 1, 3]","[0.2, 0.24615384615384617, 0.2923076923076923, 0.3384615384615385, 0.3846153846153847, 0.4307692307692308, 0.476923076923077, 0.5230769230769232, 0.5692307692307693, 0.6153846153846154, 0.6615384615384616, 0.7076923076923078, 0.753846153846154, 0.8, 0.0008346800691394866]",3182838886,0.036669583001639694,simulated
Controlled Bernoulli,epsilon-greedy-boundary-v1,epsilon-greedy,Ours,2500000,15,19,1.0,0.05,0.0008346800691394866,0.012296340919151518,0.06788036169682597,27,12.990788161510954,51.87320001253926,61486,61486,30742,30742,30744,0.49998373613505515,0.5000162638649449,1.000069864755225,2.6159695275978985,2438514,61486,378,53,0,53,1,1,1,0.9999782654518284,"[2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 30742]","[3, 2, 5, 6, 2, 4, 6, 5, 4, 5, 2, 4, 3, 2, 2438461]","[3, 2, 5, 6, 2, 4, 6, 5, 4, 5, 2, 4, 3, 2, 6]","[0.2, 0.24615384615384617, 0.2923076923076923, 0.3384615384615385, 0.3846153846153847, 0.4307692307692308, 0.476923076923077, 0.5230769230769232, 0.5692307692307693, 0.6153846153846154, 0.6615384615384616, 0.7076923076923078, 0.753846153846154, 0.8, 0.0008346800691394866]",159499371,0.03705291599908378,simulated
Controlled Bernoulli,epsilon-greedy-boundary-v1,epsilon-greedy,Ours,2500000,15,20,1.0,0.05,0.0008346800691394866,0.012296340919151518,0.06788036169682597,27,12.990788161510954,51.87320001253926,61486,61486,30742,30742,30744,0.49998373613505515,0.5000162638649449,1.000069864755225,2.6159695275978985,2438514,61486,378,58,0,58,1,1,1,0.9999762150227557,"[2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 30742]","[6, 2, 4, 5, 3, 4, 5, 4, 6, 1, 4, 5, 7, 2, 2438456]","[6, 2, 4, 5, 3, 4, 5, 4, 6, 1, 4, 5, 7, 2, 2]","[0.2, 0.24615384615384617, 0.2923076923076923, 0.3384615384615385, 0.3846153846153847, 0.4307692307692308, 0.476923076923077, 0.5230769230769232, 0.5692307692307693, 0.6153846153846154, 0.6615384615384616, 0.7076923076923078, 0.753846153846154, 0.8, 0.0008346800691394866]",3953858893,0.03741750000335742,simulated
Controlled Bernoulli,epsilon-greedy-boundary-v1,epsilon-greedy,Ours,2500000,15,21,1.0,0.05,0.0008346800691394866,0.012296340919151518,0.06788036169682597,27,12.990788161510954,51.87320001253926,61486,61486,30742,30742,30744,0.49998373613505515,0.5000162638649449,1.000069864755225,2.6159695275978985,2438514,61486,378,47,0,47,1,1,1,0.9999807259667158,"[2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 30742]","[4, 4, 4, 1, 2, 3, 3, 4, 5, 4, 6, 4, 2, 1, 2438467]","[4, 4, 4, 1, 2, 3, 3, 4, 5, 4, 6, 4, 2, 1, 4]","[0.2, 0.24615384615384617, 0.2923076923076923, 0.3384615384615385, 0.3846153846153847, 0.4307692307692308, 0.476923076923077, 0.5230769230769232, 0.5692307692307693, 0.6153846153846154, 0.6615384615384616, 0.7076923076923078, 0.753846153846154, 0.8, 0.0008346800691394866]",1296056441,0.03690416700555943,simulated
Controlled Bernoulli,epsilon-greedy-boundary-v1,epsilon-greedy,Ours,2500000,15,22,1.0,0.05,0.0008346800691394866,0.012296340919151518,0.06788036169682597,27,12.990788161510954,51.87320001253926,61486,61486,30742,30742,30744,0.49998373613505515,0.5000162638649449,1.000069864755225,2.6159695275978985,2438514,61486,378,52,0,52,1,1,1,0.999978675537643,"[2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 30742]","[5, 2, 2, 4, 7, 5, 4, 1, 4, 2, 4, 5, 4, 3, 2438462]","[5, 2, 2, 4, 7, 5, 4, 1, 4, 2, 4, 5, 4, 3, 3]","[0.2, 0.24615384615384617, 0.2923076923076923, 0.3384615384615385, 0.3846153846153847, 0.4307692307692308, 0.476923076923077, 0.5230769230769232, 0.5692307692307693, 0.6153846153846154, 0.6615384615384616, 0.7076923076923078, 0.753846153846154, 0.8, 0.0008346800691394866]",3313755777,0.0369777079904452,simulated
Controlled Bernoulli,epsilon-greedy-boundary-v1,epsilon-greedy,Ours,2500000,15,23,1.0,0.05,0.0008346800691394866,0.012296340919151518,0.06788036169682597,27,12.990788161510954,51.87320001253926,61486,61486,30742,30742,30744,0.49998373613505515,0.5000162638649449,1.000069864755225,2.6159695275978985,2438514,61486,378,48,0,48,1,1,1,0.9999803158809012,"[2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 30742]","[4, 7, 1, 1, 3, 4, 5, 1, 6, 2, 7, 1, 3, 3, 2438466]","[4, 7, 1, 1, 3, 4, 5, 1, 6, 2, 7, 1, 3, 3, 6]","[0.2, 0.24615384615384617, 0.2923076923076923, 0.3384615384615385, 0.3846153846153847, 0.4307692307692308, 0.476923076923077, 0.5230769230769232, 0.5692307692307693, 0.6153846153846154, 0.6615384615384616, 0.7076923076923078, 0.753846153846154, 0.8, 0.0008346800691394866]",2258244082,0.037065500000608154,simulated
Controlled Bernoulli,epsilon-greedy-boundary-v1,epsilon-greedy,Ours,2500000,15,24,1.0,0.05,0.0008346800691394866,0.012296340919151518,0.06788036169682597,27,12.990788161510954,51.87320001253926,61486,61486,30742,30742,30744,0.49998373613505515,0.5000162638649449,1.000069864755225,2.6159695275978985,2438514,61486,378,58,0,58,1,1,1,0.9999762150227557,"[2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 30742]","[6, 4, 3, 4, 8, 4, 4, 3, 3, 3, 4, 7, 2, 3, 2438456]","[6, 4, 3, 4, 8, 4, 4, 3, 3, 3, 4, 7, 2, 3, 6]","[0.2, 0.24615384615384617, 0.2923076923076923, 0.3384615384615385, 0.3846153846153847, 0.4307692307692308, 0.476923076923077, 0.5230769230769232, 0.5692307692307693, 0.6153846153846154, 0.6615384615384616, 0.7076923076923078, 0.753846153846154, 0.8, 0.0008346800691394866]",1626789075,0.03662787500070408,simulated
Controlled Bernoulli,epsilon-greedy-boundary-v1,epsilon-greedy,Ours,2500000,15,25,1.0,0.05,0.0008346800691394866,0.012296340919151518,0.06788036169682597,27,12.990788161510954,51.87320001253926,61486,61486,30742,30742,30744,0.49998373613505515,0.5000162638649449,1.000069864755225,2.6159695275978985,2438514,61486,378,54,0,54,1,1,1,0.9999778553660139,"[2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 30742]","[3, 6, 1, 4, 3, 1, 2, 4, 6, 5, 5, 6, 1, 7, 2438460]","[3, 6, 1, 4, 3, 1, 2, 4, 6, 5, 5, 6, 1, 7, 3]","[0.2, 0.24615384615384617, 0.2923076923076923, 0.3384615384615385, 0.3846153846153847, 0.4307692307692308, 0.476923076923077, 0.5230769230769232, 0.5692307692307693, 0.6153846153846154, 0.6615384615384616, 0.7076923076923078, 0.753846153846154, 0.8, 0.0008346800691394866]",2705139374,0.037058583009638824,simulated
Controlled Bernoulli,epsilon-greedy-boundary-v1,epsilon-greedy,Ours,2500000,15,26,1.0,0.05,0.0008346800691394866,0.012296340919151518,0.06788036169682597,27,12.990788161510954,51.87320001253926,61486,61486,30742,30742,30744,0.49998373613505515,0.5000162638649449,1.000069864755225,2.6159695275978985,2438514,61486,378,47,0,47,1,1,1,0.9999807259667158,"[2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 30742]","[7, 1, 4, 3, 1, 5, 0, 8, 3, 4, 0, 2, 5, 4, 2438467]","[7, 1, 4, 3, 1, 5, 0, 8, 3, 4, 0, 2, 5, 4, 2]","[0.2, 0.24615384615384617, 0.2923076923076923, 0.3384615384615385, 0.3846153846153847, 0.4307692307692308, 0.476923076923077, 0.5230769230769232, 0.5692307692307693, 0.6153846153846154, 0.6615384615384616, 0.7076923076923078, 0.753846153846154, 0.8, 0.0008346800691394866]",1940384343,0.03646329199546017,simulated
Controlled Bernoulli,epsilon-greedy-boundary-v1,epsilon-greedy,Ours,2500000,15,27,1.0,0.05,0.0008346800691394866,0.012296340919151518,0.06788036169682597,27,12.990788161510954,51.87320001253926,61486,61486,30742,30742,30744,0.49998373613505515,0.5000162638649449,1.000069864755225,2.6159695275978985,2438514,61486,378,57,0,57,1,1,1,0.9999766251085702,"[2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 30742]","[4, 6, 1, 7, 5, 3, 4, 7, 2, 3, 4, 6, 3, 2, 2438457]","[4, 6, 1, 7, 5, 3, 4, 7, 2, 3, 4, 6, 3, 2, 3]","[0.2, 0.24615384615384617, 0.2923076923076923, 0.3384615384615385, 0.3846153846153847, 0.4307692307692308, 0.476923076923077, 0.5230769230769232, 0.5692307692307693, 0.6153846153846154, 0.6615384615384616, 0.7076923076923078, 0.753846153846154, 0.8, 0.0008346800691394866]",2784570024,0.03651449999597389,simulated
Controlled Bernoulli,epsilon-greedy-boundary-v1,epsilon-greedy,Ours,2500000,15,28,1.0,0.05,0.0008346800691394866,0.012296340919151518,0.06788036169682597,27,12.990788161510954,51.87320001253926,61486,61486,30742,30742,30744,0.49998373613505515,0.5000162638649449,1.000069864755225,2.6159695275978985,2438514,61486,378,67,0,67,1,1,1,0.9999725242504246,"[2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 30742]","[6, 6, 5, 1, 5, 5, 9, 2, 2, 3, 6, 5, 2, 10, 2438447]","[6, 6, 5, 1, 5, 5, 9, 2, 2, 3, 6, 5, 2, 10, 4]","[0.2, 0.24615384615384617, 0.2923076923076923, 0.3384615384615385, 0.3846153846153847, 0.4307692307692308, 0.476923076923077, 0.5230769230769232, 0.5692307692307693, 0.6153846153846154, 0.6615384615384616, 0.7076923076923078, 0.753846153846154, 0.8, 0.0008346800691394866]",859246795,0.037137999999686144,simulated
Controlled Bernoulli,epsilon-greedy-boundary-v1,epsilon-greedy,Ours,2500000,15,29,1.0,0.05,0.0008346800691394866,0.012296340919151518,0.06788036169682597,27,12.990788161510954,51.87320001253926,61486,61486,30742,30742,30744,0.49998373613505515,0.5000162638649449,1.000069864755225,2.6159695275978985,2438514,61486,378,45,0,45,1,1,1,0.9999815461383449,"[2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 30742]","[4, 0, 4, 0, 5, 4, 3, 2, 4, 1, 2, 3, 6, 7, 2438469]","[4, 0, 4, 0, 5, 4, 3, 2, 4, 1, 2, 3, 6, 7, 3]","[0.2, 0.24615384615384617, 0.2923076923076923, 0.3384615384615385, 0.3846153846153847, 0.4307692307692308, 0.476923076923077, 0.5230769230769232, 0.5692307692307693, 0.6153846153846154, 0.6615384615384616, 0.7076923076923078, 0.753846153846154, 0.8, 0.0008346800691394866]",2496031852,0.03716762500698678,simulated
Controlled Bernoulli,epsilon-greedy-boundary-v1,epsilon-greedy,Ours,2500000,15,30,1.0,0.05,0.0008346800691394866,0.012296340919151518,0.06788036169682597,27,12.990788161510954,51.87320001253926,61486,61486,30742,30742,30744,0.49998373613505515,0.5000162638649449,1.000069864755225,2.6159695275978985,2438514,61486,378,58,0,58,1,1,1,0.9999762150227557,"[2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 30742]","[3, 1, 2, 6, 6, 7, 4, 1, 6, 1, 4, 4, 6, 7, 2438456]","[3, 1, 2, 6, 6, 7, 4, 1, 6, 1, 4, 4, 6, 7, 4]","[0.2, 0.24615384615384617, 0.2923076923076923, 0.3384615384615385, 0.3846153846153847, 0.4307692307692308, 0.476923076923077, 0.5230769230769232, 0.5692307692307693, 0.6153846153846154, 0.6615384615384616, 0.7076923076923078, 0.753846153846154, 0.8, 0.0008346800691394866]",3171612471,0.03658466700289864,simulated
Controlled Bernoulli,epsilon-greedy-boundary-v1,epsilon-greedy,Ours,2500000,15,31,1.0,0.05,0.0008346800691394866,0.012296340919151518,0.06788036169682597,27,12.990788161510954,51.87320001253926,61486,61486,30742,30742,30744,0.49998373613505515,0.5000162638649449,1.000069864755225,2.6159695275978985,2438514,61486,378,60,0,60,1,1,1,0.9999753948511265,"[2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 30742]","[4, 5, 1, 2, 4, 6, 3, 2, 5, 6, 9, 4, 3, 6, 2438454]","[4, 5, 1, 2, 4, 6, 3, 2, 5, 6, 9, 4, 3, 6, 7]","[0.2, 0.24615384615384617, 0.2923076923076923, 0.3384615384615385, 0.3846153846153847, 0.4307692307692308, 0.476923076923077, 0.5230769230769232, 0.5692307692307693, 0.6153846153846154, 0.6615384615384616, 0.7076923076923078, 0.753846153846154, 0.8, 0.0008346800691394866]",2409154441,0.03622583398828283,simulated
Controlled Bernoulli,epsilon-greedy-boundary-v1,epsilon-greedy,Ours,2500000,15,32,1.0,0.05,0.0008346800691394866,0.012296340919151518,0.06788036169682597,27,12.990788161510954,51.87320001253926,61486,61486,30742,30742,30744,0.49998373613505515,0.5000162638649449,1.000069864755225,2.6159695275978985,2438514,61486,378,67,0,67,1,1,1,0.9999725242504246,"[2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 30742]","[3, 4, 5, 4, 6, 8, 2, 5, 3, 7, 7, 2, 5, 6, 2438447]","[3, 4, 5, 4, 6, 8, 2, 5, 3, 7, 7, 2, 5, 6, 3]","[0.2, 0.24615384615384617, 0.2923076923076923, 0.3384615384615385, 0.3846153846153847, 0.4307692307692308, 0.476923076923077, 0.5230769230769232, 0.5692307692307693, 0.6153846153846154, 0.6615384615384616, 0.7076923076923078, 0.753846153846154, 0.8, 0.0008346800691394866]",2675928625,0.036488291996647604,simulated
Controlled Bernoulli,epsilon-greedy-boundary-v1,epsilon-greedy,Ours,2500000,15,33,1.0,0.05,0.0008346800691394866,0.012296340919151518,0.06788036169682597,27,12.990788161510954,51.87320001253926,61486,61486,30742,30742,30744,0.49998373613505515,0.5000162638649449,1.000069864755225,2.6159695275978985,2438514,61486,378,53,0,53,1,1,1,0.9999782654518284,"[2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 30742]","[3, 2, 2, 2, 5, 4, 7, 2, 7, 3, 3, 6, 2, 5, 2438461]","[3, 2, 2, 2, 5, 4, 7, 2, 7, 3, 3, 6, 2, 5, 2]","[0.2, 0.24615384615384617, 0.2923076923076923, 0.3384615384615385, 0.3846153846153847, 0.4307692307692308, 0.476923076923077, 0.5230769230769232, 0.5692307692307693, 0.6153846153846154, 0.6615384615384616, 0.7076923076923078, 0.753846153846154, 0.8, 0.0008346800691394866]",691418173,0.036488041005213745,simulated
Controlled Bernoulli,epsilon-greedy-boundary-v1,epsilon-greedy,Ours,2500000,15,34,1.0,0.05,0.0008346800691394866,0.012296340919151518,0.06788036169682597,27,12.990788161510954,51.87320001253926,61486,61486,30742,30742,30744,0.49998373613505515,0.5000162638649449,1.000069864755225,2.6159695275978985,2438514,61486,378,48,0,48,1,1,1,0.9999803158809012,"[2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 30742]","[1, 4, 7, 5, 1, 5, 2, 2, 4, 2, 3, 3, 4, 5, 2438466]","[1, 4, 7, 5, 1, 5, 2, 2, 4, 2, 3, 3, 4, 5, 7]","[0.2, 0.24615384615384617, 0.2923076923076923, 0.3384615384615385, 0.3846153846153847, 0.4307692307692308, 0.476923076923077, 0.5230769230769232, 0.5692307692307693, 0.6153846153846154, 0.6615384615384616, 0.7076923076923078, 0.753846153846154, 0.8, 0.0008346800691394866]",339844562,0.03808874999231193,simulated
Controlled Bernoulli,epsilon-greedy-boundary-v1,epsilon-greedy,Ours,2500000,15,35,1.0,0.05,0.0008346800691394866,0.012296340919151518,0.06788036169682597,27,12.990788161510954,51.87320001253926,61486,61486,30742,30742,30744,0.49998373613505515,0.5000162638649449,1.000069864755225,2.6159695275978985,2438514,61486,378,42,0,42,1,1,1,0.9999827763957886,"[2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 30742]","[5, 3, 2, 0, 1, 3, 3, 2, 3, 3, 5, 5, 2, 5, 2438472]","[5, 3, 2, 0, 1, 3, 3, 2, 3, 3, 5, 5, 2, 5, 2]","[0.2, 0.24615384615384617, 0.2923076923076923, 0.3384615384615385, 0.3846153846153847, 0.4307692307692308, 0.476923076923077, 0.5230769230769232, 0.5692307692307693, 0.6153846153846154, 0.6615384615384616, 0.7076923076923078, 0.753846153846154, 0.8, 0.0008346800691394866]",3731248549,0.037255540999467485,simulated
Controlled Bernoulli,epsilon-greedy-boundary-v1,epsilon-greedy,Ours,2500000,15,36,1.0,0.05,0.0008346800691394866,0.012296340919151518,0.06788036169682597,27,12.990788161510954,51.87320001253926,61486,61486,30742,30742,30744,0.49998373613505515,0.5000162638649449,1.000069864755225,2.6159695275978985,2438514,61486,378,61,0,61,1,1,1,0.999974984765312,"[2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 30742]","[3, 8, 5, 1, 3, 6, 3, 4, 4, 5, 5, 6, 4, 4, 2438453]","[3, 8, 5, 1, 3, 6, 3, 4, 4, 5, 5, 6, 4, 4, 8]","[0.2, 0.24615384615384617, 0.2923076923076923, 0.3384615384615385, 0.3846153846153847, 0.4307692307692308, 0.476923076923077, 0.5230769230769232, 0.5692307692307693, 0.6153846153846154, 0.6615384615384616, 0.7076923076923078, 0.753846153846154, 0.8, 0.0008346800691394866]",804643886,0.03679104198818095,simulated
Controlled Bernoulli,epsilon-greedy-boundary-v1,epsilon-greedy,Ours,2500000,15,37,1.0,0.05,0.0008346800691394866,0.012296340919151518,0.06788036169682597,27,12.990788161510954,51.87320001253926,61486,61486,30742,30742,30744,0.49998373613505515,0.5000162638649449,1.000069864755225,2.6159695275978985,2438514,61486,378,61,0,61,1,1,1,0.999974984765312,"[2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 30742]","[5, 4, 5, 9, 6, 2, 3, 5, 2, 6, 1, 6, 4, 3, 2438453]","[5, 4, 5, 9, 6, 2, 3, 5, 2, 6, 1, 6, 4, 3, 5]","[0.2, 0.24615384615384617, 0.2923076923076923, 0.3384615384615385, 0.3846153846153847, 0.4307692307692308, 0.476923076923077, 0.5230769230769232, 0.5692307692307693, 0.6153846153846154, 0.6615384615384616, 0.7076923076923078, 0.753846153846154, 0.8, 0.0008346800691394866]",3941254872,0.0365590000001248,simulated
Controlled Bernoulli,epsilon-greedy-boundary-v1,epsilon-greedy,Ours,2500000,15,38,1.0,0.05,0.0008346800691394866,0.012296340919151518,0.06788036169682597,27,12.990788161510954,51.87320001253926,61486,61486,30742,30742,30744,0.49998373613505515,0.5000162638649449,1.000069864755225,2.6159695275978985,2438514,61486,378,72,0,72,1,1,1,0.9999704738213518,"[2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 30742]","[6, 2, 4, 3, 7, 6, 3, 6, 6, 7, 6, 4, 7, 5, 2438442]","[6, 2, 4, 3, 7, 6, 3, 6, 6, 7, 6, 4, 7, 5, 2]","[0.2, 0.24615384615384617, 0.2923076923076923, 0.3384615384615385, 0.3846153846153847, 0.4307692307692308, 0.476923076923077, 0.5230769230769232, 0.5692307692307693, 0.6153846153846154, 0.6615384615384616, 0.7076923076923078, 0.753846153846154, 0.8, 0.0008346800691394866]",4211944473,0.03652554099971894,simulated
Controlled Bernoulli,epsilon-greedy-boundary-v1,epsilon-greedy,Ours,2500000,15,39,1.0,0.05,0.0008346800691394866,0.012296340919151518,0.06788036169682597,27,12.990788161510954,51.87320001253926,61486,61486,30742,30742,30744,0.49998373613505515,0.5000162638649449,1.000069864755225,2.6159695275978985,2438514,61486,378,52,0,52,1,1,1,0.999978675537643,"[2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 30742]","[7, 4, 4, 4, 6, 0, 7, 2, 4, 1, 0, 5, 5, 3, 2438462]","[7, 4, 4, 4, 6, 0, 7, 2, 4, 1, 0, 5, 5, 3, 4]","[0.2, 0.24615384615384617, 0.2923076923076923, 0.3384615384615385, 0.3846153846153847, 0.4307692307692308, 0.476923076923077, 0.5230769230769232, 0.5692307692307693, 0.6153846153846154, 0.6615384615384616, 0.7076923076923078, 0.753846153846154, 0.8, 0.0008346800691394866]",4123557779,0.03637541599164251,simulated
Controlled Bernoulli,epsilon-greedy-boundary-v1,epsilon-greedy,Ours,2500000,15,40,1.0,0.05,0.0008346800691394866,0.012296340919151518,0.06788036169682597,27,12.990788161510954,51.87320001253926,61486,61486,30742,30742,30744,0.49998373613505515,0.5000162638649449,1.000069864755225,2.6159695275978985,2438514,61486,378,50,0,50,1,1,1,0.9999794957092721,"[2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 30742]","[2, 8, 4, 3, 3, 5, 1, 1, 4, 6, 2, 4, 3, 4, 2438464]","[2, 8, 4, 3, 3, 5, 1, 1, 4, 6, 2, 4, 3, 4, 5]","[0.2, 0.24615384615384617, 0.2923076923076923, 0.3384615384615385, 0.3846153846153847, 0.4307692307692308, 0.476923076923077, 0.5230769230769232, 0.5692307692307693, 0.6153846153846154, 0.6615384615384616, 0.7076923076923078, 0.753846153846154, 0.8, 0.0008346800691394866]",2792001147,0.036704708996694535,simulated
Controlled Bernoulli,epsilon-greedy-boundary-v1,epsilon-greedy,Ours,2500000,15,41,1.0,0.05,0.0008346800691394866,0.012296340919151518,0.06788036169682597,27,12.990788161510954,51.87320001253926,61486,61486,30742,30742,30744,0.49998373613505515,0.5000162638649449,1.000069864755225,2.6159695275978985,2438514,61486,378,42,0,42,1,1,1,0.9999827763957886,"[2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 2196, 30742]","[3, 2, 3, 1, 5, 2, 4, 1, 3, 7, 3, 2, 4, 2, 2438472]","[3, 2, 3, 1, 5, 2, 4, 1, 3, 7, 3, 2, 4, 2, 5]","[0.2, 0.24615384615384617, 0.2923076923076923, 0.3384615384615385, 0.3846153846153847, 0.4307692307692308, 0.476923076923077, 0.5230769230769232, 0.5692307692307693, 0.6153846153846154, 0.6615384615384616, 0.7076923076923078, 0.753846153846154, 0.8, 0.0008346800691394866]",1575407046,0.03706458301167004,simulated
