dataset,setting,learner,method,T,K,repeat,c,delta,target_mean,r_eg,boundary_ratio,B,cost,C,T0,H,nK,total_target_ratio,online_ratio,non_target_online_pulls,greedy_non_target_pulls,exploratory_non_target_pulls,initialization_non_target_pulls,modified_reward_count,target_reward_sum,cost_definition,allocation_json,online_counts_json,exploratory_counts_json,initialization_counts_json,reward_sums_json,observed_reward_sums_json,means_json,seed,trajectory_seconds,status
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Ours,1000000,5,5,1.0,0.05,0.0007381586792901165,0.010198039027185569,0.07238241365054197,26,20400,20400,20400,979600,10200,0.989785,0.9999846876276031,15,0,15,0,0,,injected samples,"[2550, 2550, 2550, 2550, 10200]","[3, 3, 4, 5, 979585]","[3, 3, 4, 5, 9]","[0, 0, 0, 0, 0]",,,"[0.2, 0.4, 0.6000000000000001, 0.8, 0.0007381586792901165]",2024358527,0.009279584002797492,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Clipped Suppression,1000000,5,5,1.0,0.05,0.0007381586792901165,0.010198039027185569,0.07238241365054197,26,999986,999986,0,1000000,0,1.4e-05,1.4e-05,999986,999936,46,4,199941,0.0,suppressed non-target rounds (including 0->0),"[0, 0, 0, 0, 0]","[999952, 12, 10, 12, 14]","[15, 11, 9, 11, 13]","[1, 1, 1, 1, 1]","[199921.0, 7.0, 3.0, 10.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.4, 0.6000000000000001, 0.8, 0.0007381586792901165]",3390958644,0.011226082991925068,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Ours,1000000,5,6,1.0,0.05,0.0007381586792901165,0.010198039027185569,0.07238241365054197,26,20400,20400,20400,979600,10200,0.989789,0.999988770926909,11,0,11,0,0,,injected samples,"[2550, 2550, 2550, 2550, 10200]","[5, 4, 0, 2, 979589]","[5, 4, 0, 2, 2]","[0, 0, 0, 0, 0]",,,"[0.2, 0.4, 0.6000000000000001, 0.8, 0.0007381586792901165]",3638025996,0.008807542006252334,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Clipped Suppression,1000000,5,6,1.0,0.05,0.0007381586792901165,0.010198039027185569,0.07238241365054197,26,999989,999989,0,1000000,0,1.1e-05,1.1e-05,999989,999941,44,4,200092,0.0,suppressed non-target rounds (including 0->0),"[0, 0, 0, 0, 0]","[999955, 13, 8, 13, 11]","[13, 12, 7, 12, 10]","[1, 1, 1, 1, 1]","[200070.0, 7.0, 5.0, 10.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.4, 0.6000000000000001, 0.8, 0.0007381586792901165]",512376817,0.011643457997706719,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Ours,1000000,5,7,1.0,0.05,0.0007381586792901165,0.010198039027185569,0.07238241365054197,26,20400,20400,20400,979600,10200,0.989781,0.9999806043282973,19,0,19,0,0,,injected samples,"[2550, 2550, 2550, 2550, 10200]","[4, 4, 4, 7, 979581]","[4, 4, 4, 7, 6]","[0, 0, 0, 0, 0]",,,"[0.2, 0.4, 0.6000000000000001, 0.8, 0.0007381586792901165]",189258008,0.008549332997063175,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Clipped Suppression,1000000,5,7,1.0,0.05,0.0007381586792901165,0.010198039027185569,0.07238241365054197,26,999987,999987,0,1000000,0,1.3e-05,1.3e-05,999987,999936,47,4,200277,0.0,suppressed non-target rounds (including 0->0),"[0, 0, 0, 0, 0]","[999949, 14, 13, 11, 13]","[12, 13, 12, 10, 12]","[1, 1, 1, 1, 1]","[200254.0, 5.0, 9.0, 9.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.4, 0.6000000000000001, 0.8, 0.0007381586792901165]",3586716554,0.011730833997717127,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Ours,1000000,5,8,1.0,0.05,0.0007381586792901165,0.010198039027185569,0.07238241365054197,26,20400,20400,20400,979600,10200,0.989784,0.9999836668027766,16,0,16,0,0,,injected samples,"[2550, 2550, 2550, 2550, 10200]","[5, 3, 3, 5, 979584]","[5, 3, 3, 5, 4]","[0, 0, 0, 0, 0]",,,"[0.2, 0.4, 0.6000000000000001, 0.8, 0.0007381586792901165]",2419285214,0.009309000000939704,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Clipped Suppression,1000000,5,8,1.0,0.05,0.0007381586792901165,0.010198039027185569,0.07238241365054197,26,999981,999981,0,1000000,0,1.9e-05,1.9e-05,999981,999936,41,4,199830,0.0,suppressed non-target rounds (including 0->0),"[0, 0, 0, 0, 0]","[999945, 13, 11, 12, 19]","[8, 12, 10, 11, 18]","[1, 1, 1, 1, 1]","[199804.0, 5.0, 10.0, 11.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.4, 0.6000000000000001, 0.8, 0.0007381586792901165]",2047588487,0.011531833006301895,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Ours,1000000,5,9,1.0,0.05,0.0007381586792901165,0.010198039027185569,0.07238241365054197,26,20400,20400,20400,979600,10200,0.989784,0.9999836668027766,16,0,16,0,0,,injected samples,"[2550, 2550, 2550, 2550, 10200]","[4, 5, 4, 3, 979584]","[4, 5, 4, 3, 7]","[0, 0, 0, 0, 0]",,,"[0.2, 0.4, 0.6000000000000001, 0.8, 0.0007381586792901165]",5233617,0.008849125006236136,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Clipped Suppression,1000000,5,9,1.0,0.05,0.0007381586792901165,0.010198039027185569,0.07238241365054197,26,999988,999988,0,1000000,0,1.2e-05,1.2e-05,999988,999943,41,4,200360,0.0,suppressed non-target rounds (including 0->0),"[0, 0, 0, 0, 0]","[999951, 14, 12, 11, 12]","[7, 13, 11, 10, 11]","[1, 1, 1, 1, 1]","[200336.0, 6.0, 8.0, 10.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.4, 0.6000000000000001, 0.8, 0.0007381586792901165]",342049209,0.014683417000924237,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Ours,1000000,5,10,1.0,0.05,0.0007381586792901165,0.010198039027185569,0.07238241365054197,26,20400,20400,20400,979600,10200,0.989784,0.9999836668027766,16,0,16,0,0,,injected samples,"[2550, 2550, 2550, 2550, 10200]","[5, 2, 4, 5, 979584]","[5, 2, 4, 5, 2]","[0, 0, 0, 0, 0]",,,"[0.2, 0.4, 0.6000000000000001, 0.8, 0.0007381586792901165]",3154907877,0.008913707992178388,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Clipped Suppression,1000000,5,10,1.0,0.05,0.0007381586792901165,0.010198039027185569,0.07238241365054197,26,999991,999991,0,1000000,0,9e-06,9e-06,999991,999948,39,4,199670,0.0,suppressed non-target rounds (including 0->0),"[0, 0, 0, 0, 0]","[999958, 14, 10, 9, 9]","[9, 13, 9, 8, 8]","[1, 1, 1, 1, 1]","[199650.0, 4.0, 8.0, 8.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.4, 0.6000000000000001, 0.8, 0.0007381586792901165]",741884865,0.011228000003029592,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Ours,1000000,5,11,1.0,0.05,0.0007381586792901165,0.010198039027185569,0.07238241365054197,26,20400,20400,20400,979600,10200,0.989784,0.9999836668027766,16,0,16,0,0,,injected samples,"[2550, 2550, 2550, 2550, 10200]","[2, 4, 3, 7, 979584]","[2, 4, 3, 7, 7]","[0, 0, 0, 0, 0]",,,"[0.2, 0.4, 0.6000000000000001, 0.8, 0.0007381586792901165]",3815212799,0.009220499996445142,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Clipped Suppression,1000000,5,11,1.0,0.05,0.0007381586792901165,0.010198039027185569,0.07238241365054197,26,999982,999982,0,1000000,0,1.8e-05,1.8e-05,999982,999923,55,4,199459,0.0,suppressed non-target rounds (including 0->0),"[0, 0, 0, 0, 0]","[999934, 17, 14, 17, 18]","[10, 16, 13, 16, 17]","[1, 1, 1, 1, 1]","[199431.0, 4.0, 8.0, 16.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.4, 0.6000000000000001, 0.8, 0.0007381586792901165]",1008240959,0.0113463750021765,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Ours,1000000,5,12,1.0,0.05,0.0007381586792901165,0.010198039027185569,0.07238241365054197,26,20400,20400,20400,979600,10200,0.989788,0.9999877501020825,12,0,12,0,0,,injected samples,"[2550, 2550, 2550, 2550, 10200]","[5, 3, 1, 3, 979588]","[5, 3, 1, 3, 8]","[0, 0, 0, 0, 0]",,,"[0.2, 0.4, 0.6000000000000001, 0.8, 0.0007381586792901165]",3187294486,0.00870654200844001,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Clipped Suppression,1000000,5,12,1.0,0.05,0.0007381586792901165,0.010198039027185569,0.07238241365054197,26,999993,999993,0,1000000,0,7e-06,7e-06,999993,999941,48,4,200171,0.0,suppressed non-target rounds (including 0->0),"[0, 0, 0, 0, 0]","[999950, 10, 18, 15, 7]","[8, 9, 17, 14, 6]","[1, 1, 1, 1, 1]","[200140.0, 6.0, 11.0, 14.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.4, 0.6000000000000001, 0.8, 0.0007381586792901165]",3122845169,0.011175874999025837,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Ours,1000000,5,13,1.0,0.05,0.0007381586792901165,0.010198039027185569,0.07238241365054197,26,20400,20400,20400,979600,10200,0.98979,0.9999897917517354,10,0,10,0,0,,injected samples,"[2550, 2550, 2550, 2550, 10200]","[1, 1, 5, 3, 979590]","[1, 1, 5, 3, 5]","[0, 0, 0, 0, 0]",,,"[0.2, 0.4, 0.6000000000000001, 0.8, 0.0007381586792901165]",3118519037,0.007970416991156526,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Clipped Suppression,1000000,5,13,1.0,0.05,0.0007381586792901165,0.010198039027185569,0.07238241365054197,26,999988,999988,0,1000000,0,1.2e-05,1.2e-05,999988,999938,46,4,200084,0.0,suppressed non-target rounds (including 0->0),"[0, 0, 0, 0, 0]","[999951, 14, 9, 14, 12]","[12, 13, 8, 13, 11]","[1, 1, 1, 1, 1]","[200063.0, 5.0, 5.0, 11.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.4, 0.6000000000000001, 0.8, 0.0007381586792901165]",3283514890,0.011392917003831826,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Ours,1000000,5,14,1.0,0.05,0.0007381586792901165,0.010198039027185569,0.07238241365054197,26,20400,20400,20400,979600,10200,0.989785,0.9999846876276031,15,0,15,0,0,,injected samples,"[2550, 2550, 2550, 2550, 10200]","[4, 3, 6, 2, 979585]","[4, 3, 6, 2, 4]","[0, 0, 0, 0, 0]",,,"[0.2, 0.4, 0.6000000000000001, 0.8, 0.0007381586792901165]",3542960593,0.008761625009356067,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Clipped Suppression,1000000,5,14,1.0,0.05,0.0007381586792901165,0.010198039027185569,0.07238241365054197,26,999990,999990,0,1000000,0,1e-05,1e-05,999990,999939,47,4,200124,0.0,suppressed non-target rounds (including 0->0),"[0, 0, 0, 0, 0]","[999954, 12, 9, 15, 10]","[14, 11, 8, 14, 9]","[1, 1, 1, 1, 1]","[200102.0, 4.0, 4.0, 14.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.4, 0.6000000000000001, 0.8, 0.0007381586792901165]",543089911,0.011207709001610056,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Ours,1000000,5,15,1.0,0.05,0.0007381586792901165,0.010198039027185569,0.07238241365054197,26,20400,20400,20400,979600,10200,0.989782,0.9999816251531237,18,0,18,0,0,,injected samples,"[2550, 2550, 2550, 2550, 10200]","[4, 2, 5, 7, 979582]","[4, 2, 5, 7, 4]","[0, 0, 0, 0, 0]",,,"[0.2, 0.4, 0.6000000000000001, 0.8, 0.0007381586792901165]",1237389123,0.00879329199960921,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Clipped Suppression,1000000,5,15,1.0,0.05,0.0007381586792901165,0.010198039027185569,0.07238241365054197,26,999986,999986,0,1000000,0,1.4e-05,1.4e-05,999986,999931,51,4,199470,0.0,suppressed non-target rounds (including 0->0),"[0, 0, 0, 0, 0]","[999948, 14, 10, 14, 14]","[16, 13, 9, 13, 13]","[1, 1, 1, 1, 1]","[199455.0, 2.0, 4.0, 9.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.4, 0.6000000000000001, 0.8, 0.0007381586792901165]",2875193037,0.012382833010633476,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Ours,1000000,5,16,1.0,0.05,0.0007381586792901165,0.010198039027185569,0.07238241365054197,26,20400,20400,20400,979600,10200,0.989782,0.9999816251531237,18,0,18,0,0,,injected samples,"[2550, 2550, 2550, 2550, 10200]","[4, 8, 2, 4, 979582]","[4, 8, 2, 4, 5]","[0, 0, 0, 0, 0]",,,"[0.2, 0.4, 0.6000000000000001, 0.8, 0.0007381586792901165]",1465003038,0.01353745799860917,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Clipped Suppression,1000000,5,16,1.0,0.05,0.0007381586792901165,0.010198039027185569,0.07238241365054197,26,999991,999991,0,1000000,0,9e-06,9e-06,999991,999949,38,4,199899,0.0,suppressed non-target rounds (including 0->0),"[0, 0, 0, 0, 0]","[999956, 11, 11, 13, 9]","[6, 10, 10, 12, 8]","[1, 1, 1, 1, 1]","[199877.0, 4.0, 8.0, 10.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.4, 0.6000000000000001, 0.8, 0.0007381586792901165]",1637190577,0.010859791989787482,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Ours,1000000,5,17,1.0,0.05,0.0007381586792901165,0.010198039027185569,0.07238241365054197,26,20400,20400,20400,979600,10200,0.989781,0.9999806043282973,19,0,19,0,0,,injected samples,"[2550, 2550, 2550, 2550, 10200]","[4, 5, 4, 6, 979581]","[4, 5, 4, 6, 7]","[0, 0, 0, 0, 0]",,,"[0.2, 0.4, 0.6000000000000001, 0.8, 0.0007381586792901165]",4018939338,0.008537125002476387,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Clipped Suppression,1000000,5,17,1.0,0.05,0.0007381586792901165,0.010198039027185569,0.07238241365054197,26,999994,999994,0,1000000,0,6e-06,6e-06,999994,999941,49,4,200855,0.0,suppressed non-target rounds (including 0->0),"[0, 0, 0, 0, 0]","[999953, 17, 11, 13, 6]","[11, 16, 10, 12, 5]","[1, 1, 1, 1, 1]","[200830.0, 7.0, 8.0, 10.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.4, 0.6000000000000001, 0.8, 0.0007381586792901165]",2108796560,0.011616457995842211,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Ours,1000000,5,18,1.0,0.05,0.0007381586792901165,0.010198039027185569,0.07238241365054197,26,20400,20400,20400,979600,10200,0.989784,0.9999836668027766,16,0,16,0,0,,injected samples,"[2550, 2550, 2550, 2550, 10200]","[4, 5, 3, 4, 979584]","[4, 5, 3, 4, 3]","[0, 0, 0, 0, 0]",,,"[0.2, 0.4, 0.6000000000000001, 0.8, 0.0007381586792901165]",1742650300,0.009174791994155385,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Clipped Suppression,1000000,5,18,1.0,0.05,0.0007381586792901165,0.010198039027185569,0.07238241365054197,26,999977,999977,0,1000000,0,2.3e-05,2.3e-05,999977,999922,51,4,199427,0.0,suppressed non-target rounds (including 0->0),"[0, 0, 0, 0, 0]","[999935, 16, 10, 16, 23]","[12, 15, 9, 15, 22]","[1, 1, 1, 1, 1]","[199402.0, 7.0, 6.0, 12.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.4, 0.6000000000000001, 0.8, 0.0007381586792901165]",3943711485,0.014808541993261315,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Ours,1000000,5,19,1.0,0.05,0.0007381586792901165,0.010198039027185569,0.07238241365054197,26,20400,20400,20400,979600,10200,0.989787,0.9999867292772561,13,0,13,0,0,,injected samples,"[2550, 2550, 2550, 2550, 10200]","[4, 5, 3, 1, 979587]","[4, 5, 3, 1, 3]","[0, 0, 0, 0, 0]",,,"[0.2, 0.4, 0.6000000000000001, 0.8, 0.0007381586792901165]",3193774486,0.008455582996248268,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Clipped Suppression,1000000,5,19,1.0,0.05,0.0007381586792901165,0.010198039027185569,0.07238241365054197,26,999993,999993,0,1000000,0,7e-06,7e-06,999993,999923,66,4,199971,0.0,suppressed non-target rounds (including 0->0),"[0, 0, 0, 0, 0]","[999935, 23, 14, 21, 7]","[11, 22, 13, 20, 6]","[1, 1, 1, 1, 1]","[199938.0, 10.0, 8.0, 15.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.4, 0.6000000000000001, 0.8, 0.0007381586792901165]",3427972715,0.016426791000412777,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Ours,1000000,5,20,1.0,0.05,0.0007381586792901165,0.010198039027185569,0.07238241365054197,26,20400,20400,20400,979600,10200,0.989782,0.9999816251531237,18,0,18,0,0,,injected samples,"[2550, 2550, 2550, 2550, 10200]","[4, 8, 3, 3, 979582]","[4, 8, 3, 3, 3]","[0, 0, 0, 0, 0]",,,"[0.2, 0.4, 0.6000000000000001, 0.8, 0.0007381586792901165]",3187891710,0.011715583998011425,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Clipped Suppression,1000000,5,20,1.0,0.05,0.0007381586792901165,0.010198039027185569,0.07238241365054197,26,999983,999983,0,1000000,0,1.7e-05,1.7e-05,999983,999942,37,4,200246,0.0,suppressed non-target rounds (including 0->0),"[0, 0, 0, 0, 0]","[999949, 9, 11, 14, 17]","[6, 8, 10, 13, 16]","[1, 1, 1, 1, 1]","[200224.0, 5.0, 6.0, 11.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.4, 0.6000000000000001, 0.8, 0.0007381586792901165]",613585716,0.012898667002446018,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Ours,1000000,5,21,1.0,0.05,0.0007381586792901165,0.010198039027185569,0.07238241365054197,26,20400,20400,20400,979600,10200,0.989783,0.9999826459779502,17,0,17,0,0,,injected samples,"[2550, 2550, 2550, 2550, 10200]","[4, 1, 4, 8, 979583]","[4, 1, 4, 8, 3]","[0, 0, 0, 0, 0]",,,"[0.2, 0.4, 0.6000000000000001, 0.8, 0.0007381586792901165]",885249632,0.00864187499973923,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Clipped Suppression,1000000,5,21,1.0,0.05,0.0007381586792901165,0.010198039027185569,0.07238241365054197,26,999991,999991,0,1000000,0,9e-06,9e-06,999991,999929,58,4,199902,0.0,suppressed non-target rounds (including 0->0),"[0, 0, 0, 0, 0]","[999945, 13, 21, 12, 9]","[15, 12, 20, 11, 8]","[1, 1, 1, 1, 1]","[199870.0, 7.0, 14.0, 11.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.4, 0.6000000000000001, 0.8, 0.0007381586792901165]",3513993191,0.011292084003798664,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Ours,1000000,5,22,1.0,0.05,0.0007381586792901165,0.010198039027185569,0.07238241365054197,26,20400,20400,20400,979600,10200,0.989788,0.9999877501020825,12,0,12,0,0,,injected samples,"[2550, 2550, 2550, 2550, 10200]","[1, 3, 5, 3, 979588]","[1, 3, 5, 3, 3]","[0, 0, 0, 0, 0]",,,"[0.2, 0.4, 0.6000000000000001, 0.8, 0.0007381586792901165]",2372885377,0.009173667000140995,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Clipped Suppression,1000000,5,22,1.0,0.05,0.0007381586792901165,0.010198039027185569,0.07238241365054197,26,999986,999986,0,1000000,0,1.4e-05,1.4e-05,999986,999920,62,4,199711,0.0,suppressed non-target rounds (including 0->0),"[0, 0, 0, 0, 0]","[999942, 18, 11, 15, 14]","[21, 17, 10, 14, 13]","[1, 1, 1, 1, 1]","[199688.0, 6.0, 5.0, 12.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.4, 0.6000000000000001, 0.8, 0.0007381586792901165]",1855885772,0.011040666999178939,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Ours,1000000,5,23,1.0,0.05,0.0007381586792901165,0.010198039027185569,0.07238241365054197,26,20400,20400,20400,979600,10200,0.989787,0.9999867292772561,13,0,13,0,0,,injected samples,"[2550, 2550, 2550, 2550, 10200]","[3, 1, 3, 6, 979587]","[3, 1, 3, 6, 4]","[0, 0, 0, 0, 0]",,,"[0.2, 0.4, 0.6000000000000001, 0.8, 0.0007381586792901165]",118180166,0.008685125008923933,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Clipped Suppression,1000000,5,23,1.0,0.05,0.0007381586792901165,0.010198039027185569,0.07238241365054197,26,999993,999993,0,1000000,0,7e-06,7e-06,999993,999933,56,4,199657,0.0,suppressed non-target rounds (including 0->0),"[0, 0, 0, 0, 0]","[999945, 19, 16, 13, 7]","[11, 18, 15, 12, 6]","[1, 1, 1, 1, 1]","[199633.0, 6.0, 9.0, 9.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.4, 0.6000000000000001, 0.8, 0.0007381586792901165]",3713803588,0.014468041001236998,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Ours,1000000,5,24,1.0,0.05,0.0007381586792901165,0.010198039027185569,0.07238241365054197,26,20400,20400,20400,979600,10200,0.989785,0.9999846876276031,15,0,15,0,0,,injected samples,"[2550, 2550, 2550, 2550, 10200]","[3, 2, 9, 1, 979585]","[3, 2, 9, 1, 4]","[0, 0, 0, 0, 0]",,,"[0.2, 0.4, 0.6000000000000001, 0.8, 0.0007381586792901165]",283405159,0.012128999995184131,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Clipped Suppression,1000000,5,24,1.0,0.05,0.0007381586792901165,0.010198039027185569,0.07238241365054197,26,999990,999990,0,1000000,0,1e-05,1e-05,999990,999936,50,4,200515,0.0,suppressed non-target rounds (including 0->0),"[0, 0, 0, 0, 0]","[999952, 14, 12, 12, 10]","[15, 13, 11, 11, 9]","[1, 1, 1, 1, 1]","[200499.0, 2.0, 5.0, 9.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.4, 0.6000000000000001, 0.8, 0.0007381586792901165]",605809148,0.011491874989587814,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Ours,1000000,5,25,1.0,0.05,0.0007381586792901165,0.010198039027185569,0.07238241365054197,26,20400,20400,20400,979600,10200,0.989789,0.999988770926909,11,0,11,0,0,,injected samples,"[2550, 2550, 2550, 2550, 10200]","[2, 4, 3, 2, 979589]","[2, 4, 3, 2, 6]","[0, 0, 0, 0, 0]",,,"[0.2, 0.4, 0.6000000000000001, 0.8, 0.0007381586792901165]",2416330247,0.009795666992431507,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Clipped Suppression,1000000,5,25,1.0,0.05,0.0007381586792901165,0.010198039027185569,0.07238241365054197,26,999988,999988,0,1000000,0,1.2e-05,1.2e-05,999988,999937,47,4,200128,0.0,suppressed non-target rounds (including 0->0),"[0, 0, 0, 0, 0]","[999951, 12, 9, 16, 12]","[13, 11, 8, 15, 11]","[1, 1, 1, 1, 1]","[200099.0, 7.0, 7.0, 15.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.4, 0.6000000000000001, 0.8, 0.0007381586792901165]",872133220,0.01266849999956321,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Ours,1000000,5,26,1.0,0.05,0.0007381586792901165,0.010198039027185569,0.07238241365054197,26,20400,20400,20400,979600,10200,0.989786,0.9999857084524295,14,0,14,0,0,,injected samples,"[2550, 2550, 2550, 2550, 10200]","[3, 5, 2, 4, 979586]","[3, 5, 2, 4, 3]","[0, 0, 0, 0, 0]",,,"[0.2, 0.4, 0.6000000000000001, 0.8, 0.0007381586792901165]",3009701359,0.010005167001509108,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Clipped Suppression,1000000,5,26,1.0,0.05,0.0007381586792901165,0.010198039027185569,0.07238241365054197,26,999989,999989,0,1000000,0,1.1e-05,1.1e-05,999989,999933,52,4,199884,0.0,suppressed non-target rounds (including 0->0),"[0, 0, 0, 0, 0]","[999946, 12, 15, 16, 11]","[12, 11, 14, 15, 10]","[1, 1, 1, 1, 1]","[199859.0, 7.0, 6.0, 12.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.4, 0.6000000000000001, 0.8, 0.0007381586792901165]",188188428,0.013076582996291108,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Ours,1000000,5,27,1.0,0.05,0.0007381586792901165,0.010198039027185569,0.07238241365054197,26,20400,20400,20400,979600,10200,0.989783,0.9999826459779502,17,0,17,0,0,,injected samples,"[2550, 2550, 2550, 2550, 10200]","[2, 6, 4, 5, 979583]","[2, 6, 4, 5, 3]","[0, 0, 0, 0, 0]",,,"[0.2, 0.4, 0.6000000000000001, 0.8, 0.0007381586792901165]",841504507,0.010373208002420142,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Clipped Suppression,1000000,5,27,1.0,0.05,0.0007381586792901165,0.010198039027185569,0.07238241365054197,26,999984,999984,0,1000000,0,1.6e-05,1.6e-05,999984,999933,47,4,199942,0.0,suppressed non-target rounds (including 0->0),"[0, 0, 0, 0, 0]","[999947, 8, 13, 16, 16]","[13, 7, 12, 15, 15]","[1, 1, 1, 1, 1]","[199917.0, 4.0, 9.0, 12.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.4, 0.6000000000000001, 0.8, 0.0007381586792901165]",1311088929,0.01421133300755173,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Ours,1000000,5,28,1.0,0.05,0.0007381586792901165,0.010198039027185569,0.07238241365054197,26,20400,20400,20400,979600,10200,0.989784,0.9999836668027766,16,0,16,0,0,,injected samples,"[2550, 2550, 2550, 2550, 10200]","[3, 5, 4, 4, 979584]","[3, 5, 4, 4, 7]","[0, 0, 0, 0, 0]",,,"[0.2, 0.4, 0.6000000000000001, 0.8, 0.0007381586792901165]",3171305674,0.008958167003584094,simulated
